"reviews"	Translation	Positive	Negative	EmotionRationale
"589" "excellent app, only thing I would kindly ask is not to get into politics as your icon shows, very sad for all who are suffering from both sides"	"589" "excellent ap, only thing I would kindly ask is not to get into politics as your icon shows, very sad for all who are suffering from both sides"	4	-5	 "589[0] excellent[3] app/ap[0] only[0] thing[0] I[0] would[0] kindly[1][-1 LastWordBoosterStrength] ask[0] is[0] not[0] to[0] get[0] into[0] politics[0] as[0] your[0] icon[0] shows[0] very[0] sad[-3][-1 LastWordBoosterStrength] for[0] all[0] who[0] are[0] suffering[-3] from[0] both[0] sides[0] [[Sentence=-5,4=word max, 1-5]][[[4,-5 max of sentences]]]
"590" "Very nice and easy to use. Love being able to.move pins and fine tune."	"590" "Very nice and easy to use.<br> Love being able to.<br>move pins and fine tune.	3	-1	 "590[0] Very[0] nice[1][1 LastWordBoosterStrength] and[0] easy[0] to[0] use[0] [[Sentence=-1,3=word max, 1-5]] Love[2] being[0] able[0] to[0] [[Sentence=-1,3=word max, 1-5]] move[0] pins[0] and[0] fine[2] tune[0] [[Sentence=-1,3=word max, 1-5]][[[3,-1 max of sentences]]]
"591" "Seems to be a really good app, really accurate and easy to use. Kudos devs!!"	"591" "Seems to be a really good ap, really accurate and easy to use.<br> Kudos devs!	3	-1	 "591[0] Seems[0] to[0] be[0] a[0] really[0] good[1][1 LastWordBoosterStrength] app/ap[0] really[0] accurate[0] and[0] easy[0] to[0] use[0] [[Sentence=-1,3=word max, 1-5]] Kudos[0] devs[0][+0.6 EmphasisInPunctuation] [[Sentence=-1,2=word max, 1-5]][[[3,-1 max of sentences]]]
"592" "Great app, awesome to work out lengths and area, accurate to about 1m on lengths"	"592" "Great ap, awesome to work out lengths and area, accurate to about 1m on lengths"	3	-1	 "592[0] Great[2] app/ap[0] awesome[2] to[0] work[0] out[0] lengths[0] and[0] area[0] accurate[0] to[0] about[0] 1m[0] on[0] lengths[0] [[Sentence=-1,3=word max, 1-5]][[[3,-1 max of sentences]]]
"593" "Downloaded this app to measure areas in a field. Got nothing out of it. All it did was show my position on the map, without recording any distances, areas or position points. No clear way of achieving either of these objectives. Not very intuitive user interface. So got nothing out of it except a few ads. Waste of my time. Definitely not going to take a chance with a paid version in case it is just as useless."	"593" "Downloaded this ap to measure areas in a field.<br> Got nothing out of it.<br> All it did was show my position on the map, without recording any distances, areas or position points.<br> No clear way of achieving either of these objectives.<br> Not very intuitive user interface.<br> So got nothing out of it except a few ads.<br> Waste of my time.<br> Definitely not going to take a chance with a paid version in case it is just as useless.	1	-3	 "593[0] Downloaded[0] this[0] app/ap[0] to[0] measure[0] areas[0] in[0] a[0] field[0] [[Sentence=-1,1=word max, 1-5]] Got[0] nothing[0] out[0] of[0] it[0] [[Sentence=-1,1=word max, 1-5]] All[0] it[0] did[0] was[0] show[0] my[0] position[0] on[0] the[0] map[0] without[0] recording[0] any[0] distances[0] areas[0] or[0] position[0] points[0] [[Sentence=-1,1=word max, 1-5]] No[0] clear[0] way[0] of[0] achieving[0] either[0] of[0] these[0] objectives[0] [[Sentence=-1,1=word max, 1-5]] Not[0] very[0] intuitive[0] user[0] interface[0] [[Sentence=-1,1=word max, 1-5]] So[0] got[0] nothing[0] out[0] of[0] it[0] except[0] a[0] few[0] ads[0] [[Sentence=-1,1=word max, 1-5]] Waste[-1] of[0] my[0] time[0] [[Sentence=-2,1=word max, 1-5]] Definitely[0] not[0] going[0] to[0] take[0] a[0] chance[0] with[0] a[0] paid[0] version[0] in[0] case[0] it[0] is[0] just[0] as[0] useless[-2] [[Sentence=-3,1=word max, 1-5]][[[1,-3 max of sentences]]]
"594" "Very accurate, easy to use, paid version eliminates ads and ads bonus features. I've accuracy check by measuring area with measuring wheel, the results are phenomenal spite three meter difference. I don't want to sound like a cookie cutter comment but highly recommended. I've already mentioned accuracy at the beginning. In my opinion it deserves two mentions. Very happy with app, I use it for material applied and billing on my line of work. It saves me time. Thank you !"	"594" "Very accurate, easy to use, paid version eliminates ads and ads bonus features.<br> I've accuracy check by measuring area with measuring wheel, the results are phenomenal spite three meter difference.<br> I don't want to sound like a cookie cutter comment but highly recommended.<br> I've already mentioned accuracy at the beginning.<br> In my opinion it deserves two mentions.<br> Very happy with ap, I use it for material applied and billing on my line of work.<br> It saves me time.<br> Thank you !	3	-4	 "594[0] Very[0] accurate[0] easy[0] to[0] use[0] paid[0] version[0] eliminates[0] ads[0] and[0] ads[0] bonus[0] features[0] [[Sentence=-1,1=word max, 1-5]] I've[0] accuracy[0] check[0] by[0] measuring[0] area[0] with[0] measuring[0] wheel[0] the[0] results[0] are[0] phenomenal[0] spite[-3] three[0] meter[0] difference[0] [[Sentence=-4,1=word max, 1-5]] I[0] don't[0] want[0] to[0] sound[0] like[1] a[0] cookie[0] cutter[0] comment[0] but[0] highly[0] recommended[0] [[Sentence=-1,2=word max, 1-5]] I've[0] already[0] mentioned[0] accuracy[0] at[0] the[0] beginning[0] [[Sentence=-1,1=word max, 1-5]] In[0] my[0] opinion[0] it[0] deserves[0] two[0] mentions[0] [[Sentence=-1,1=word max, 1-5]] Very[0] happy[1][1 LastWordBoosterStrength] with[0] app/ap[0] I[0] use[0] it[0] for[0] material[0] applied[0] and[0] billing[0] on[0] my[0] line[0] of[0] work[0] [[Sentence=-1,3=word max, 1-5]] It[0] saves[1] me[0] time[0] [[Sentence=-1,2=word max, 1-5]] Thank[1] you[0] [[Sentence=-1,2=word max, 1-5]][[[3,-4 max of sentences]]]
"595" "This app is better. It could be the best if you could add feature like AUTO MEASURE the distance or the length of the road from one place to another by just pinning the starting point and end point. You know it is very tiresome and annoying to measure point by point the very long and much winding road. And along with the road-length measurement, also add the straight-line measurement---not by the road. Thanks."	"595" "This ap is better.<br> It could be the best if you could add feature like AUTO MEASURE the distance or the length of the road from one place to another by just pinning the starting point and end point.<br> You know it is very tiresome and annoying to measure point by point the very long and much winding road.<br> And along with the road-length measurement, also add the straight-line measurement-not by the road.<br> Thanks.	2	-3	 "595[0] This[0] app/ap[0] is[0] better[0] [[Sentence=-1,1=word max, 1-5]] It[0] could[0] be[0] the[0] best[1] if[0] you[0] could[0] add[0] feature[0] like[1] AUTO[0] MEASURE[0] the[0] distance[0] or[0] the[0] length[0] of[0] the[0] road[0] from[0] one[0] place[0] to[0] another[0] by[0] just[0] pinning[0] the[0] starting[0] point[0] and[0] end[0] point[0] [[Sentence=-1,2=word max, 1-5]] You[0] know[0] it[0] is[0] very[0] tiresome[-1][-1 LastWordBoosterStrength] and[0] annoying[-2] to[0] measure[0] point[0] by[0] point[0] the[0] very[0] long[0] and[0] much[0] winding[0] road[0] [[Sentence=-3,1=word max, 1-5]] And[0] along[0] with[0] the[0] road[0] length[0] measurement[0] also[0] add[0] the[0] straight[0] line[0] measurement[0] not[0] by[0] the[0] road[0] [[Sentence=-1,1=word max, 1-5]] Thanks[1] [[Sentence=-1,2=word max, 1-5]][[[2,-3 max of sentences]]]
"596" "instructions would be helpful. but not real hard to trial and error learn. would like to have more than 1 group of properties to group looks like that is available in the premium package but what is free gives me the field acreage which is what I need. updated mapping would be helpful. mapping is at least 5 years old. I know because I have a building that is not shown."	"596" "instructions would be helpful.<br> but not real hard to trial and error learn.<br> would like to have more than 1 group of properties to group looks like that is available in the premium package but what is free gives me the field acreage which is what I need.<br> updated mapping would be helpful.<br> mapping is at least 5 years old.<br> I know because I have a building that is not shown.	2	-2	 "596[0] instructions[0] would[0] be[0] helpful[1] [[Sentence=-1,2=word max, 1-5]] but[0] not[0] real[0] hard[0] to[0] trial[0] and[0] error[-1] learn[0] [[Sentence=-2,1=word max, 1-5]] would[0] like[1][-1 LastWordBoosterStrength] to[0] have[0] more[0] than[0] 1[0] group[0] of[0] properties[0] to[0] group[0] looks[0] like[1] that[0] is[0] available[0] in[0] the[0] premium[0] package[0] but[0] what[0] is[0] free[0] gives[0] me[0] the[0] field[0] acreage[0] which[0] is[0] what[0] I[0] need[0] [[Sentence=-1,2=word max, 1-5]] updated[0] mapping[0] would[0] be[0] helpful[1] [[Sentence=-1,2=word max, 1-5]] mapping[0] is[0] at[0] least[0] 5[0] years[0] old[0] [[Sentence=-1,1=word max, 1-5]] I[0] know[0] because[0] I[0] have[0] a[0] building[0] that[0] is[0] not[0] shown[0] [[Sentence=-1,1=word max, 1-5]][[[2,-2 max of sentences]]]
"597" "This app has been handy for establishing my farm's property markers, field edges and of course determining the size of my fields. Would love to be able to use Ontario GIS satellite imaging with it as it has the best image quality for my property. Unfortunately, it is really easy to stop tracking during a mapping session with the start/stop button at the very edge of the screen."	"597" "This ap has been handy for establishing my farm's property markers, field edges and of course determining the size of my fields.<br> Would love to be able to use Ontario GIS satellite imaging with it as it has the best image quality for my property.<br> Unfortunately, it is really easy to stop tracking during a mapping session with the start/stop button at the very edge of the screen.	2	-2	 "597[0] This[0] app/ap[0] has[0] been[0] handy[0] for[0] establishing[0] my[0] farm's[0] property[0] markers[0] field[0] edges[0] and[0] of[0] course[0] determining[0] the[0] size[0] of[0] my[0] fields[0] [[Sentence=-1,1=word max, 1-5]] Would[0] love[2][-1 LastWordBoosterStrength] to[0] be[0] able[0] to[0] use[0] Ontario[0] GIS[0] satellite[0] imaging[0] with[0] it[0] as[0] it[0] has[0] the[0] best[1] image[0] quality[0] for[0] my[0] property[0] [[Sentence=-1,2=word max, 1-5]] Unfortunately[-1] it[0] is[0] really[0] easy[0] to[0] stop[0] tracking[0] during[0] a[0] mapping[0] session[0] with[0] the[0] start/stop[0] button[0] at[0] the[0] very[0] edge[0] of[0] the[0] screen[0] [[Sentence=-2,1=word max, 1-5]][[[2,-2 max of sentences]]]
"598" "Pretty accurate measurements and features for a free app. I use it for outdoor activities all the time now. Great for airsoft, our just showing friends where tails are and how long of a walk. Great app. I was asked to rate when I first opened the app, before I could even see the screen layout, I gave 2 stars after a few days of use easy 5 Stars and probably be upgrading to pro version. Excellent job developers!"	"598" "Pretty accurate measurements and features for a free ap.<br> I use it for outdoor activities all the time now.<br> Great for airsoft, our just showing friends where tails are and how long of a walk.<br> Great ap.<br> I was asked to rate when I first opened the ap, before I could even see the screen layout, I gave 2 stars after a few days of use easy 5 Stars and probably be upgrading to pro version.<br> Excellent job developers!	4	-1	 "598[0] Pretty[2] accurate[0] measurements[0] and[0] features[0] for[0] a[0] free[0] app/ap[0] [[Sentence=-1,3=word max, 1-5]] I[0] use[0] it[0] for[0] outdoor[0] activities[0] all[0] the[0] time[0] now[0] [[Sentence=-1,1=word max, 1-5]] Great[2] for[0] airsoft[0] our[0] just[0] showing[0] friends[1] where[0] tails[0] are[0] and[0] how[0] long[0] of[0] a[0] walk[0] [[Sentence=-1,3=word max, 1-5]] Great[2] app/ap[0] [[Sentence=-1,3=word max, 1-5]] I[0] was[0] asked[0] to[0] rate[0] when[0] I[0] first[0] opened[0] the[0] app/ap[0] before[0] I[0] could[0] even[0] see[0] the[0] screen[0] layout[0] I[0] gave[0] 2[0] stars[0] after[0] a[0] few[0] days[0] of[0] use[0] easy[0] 5[0] Stars[0] and[0] probably[0] be[0] upgrading[0] to[0] pro[0] version[0] [[Sentence=-1,1=word max, 1-5]] Excellent[3] job[0] developers[0] [[Sentence=-1,4=word max, 1-5]][[[4,-1 max of sentences]]]
"599" "I've been using this app for quite a long time, for sowing and spray rate applications, plus fencing quotes and such. While I've never used the more advanced features, the basic distance and area measurement is fantastic. Most of the people I've done work for and their neighbours are using it, I've received quite a few cases of beer for it!"	"599" "I've been using this ap for quite a long time, for sowing and spray rate applications, plus fencing quotes and such.<br> While I've never used the more advanced features, the basic distance and area measurement is fantastic.<br> Most of the people I've done work for and their neighbours are using it, I've received quite a few cases of beer for it!	3	-1	 "599[0] I've[0] been[0] using[0] this[0] app/ap[0] for[0] quite[0] a[0] long[0] time[0] for[0] sowing[0] and[0] spray[0] rate[0] applications[0] plus[0] fencing[0] quotes[0] and[0] such[0] [[Sentence=-1,1=word max, 1-5]] While[0] I've[0] never[0] used[0] the[0] more[0] advanced[0] features[0] the[0] basic[0] distance[0] and[0] area[0] measurement[0] is[0] fantastic[2] [[Sentence=-1,3=word max, 1-5]] Most[0] of[0] the[0] people[0] I've[0] done[0] work[0] for[0] and[0] their[0] neighbours[0] are[0] using[0] it[0] I've[0] received[0] quite[0] a[0] few[0] cases[0] of[0] beer[0] for[0] it[0] [[Sentence=-1,1=word max, 1-5]][[[3,-1 max of sentences]]]
"600" "Very useful app. Distance measurement is accurate (deviation of about 2-3 ft). GPS measurement fluctuates but we can measure using \"add point\" without using \"start measuring\" . Only issue I have faced is that when we calculate a closed area, we are shown only the total perimeter and area but the lengths of the sides are not shown. Would appreciate if someone can help me if this app supports this side length feature too."	"600" "Very useful ap.<br> Distance measurement is accurate (deviation of about 2-3 ft)<br> GPS measurement fluctuates but we can measure using \"add point\" without using \"start measuring\" .<br> Only issue I have faced is that when we calculate a closed area, we are shown only the total perimeter and area but the lengths of the sides are not shown.<br> Would appreciate if someone can help me if this ap supports this side length feature too.	3	-2	 "600[0] Very[0] useful[1][1 LastWordBoosterStrength] app/ap[0] [[Sentence=-1,3=word max, 1-5]] Distance[0] measurement[0] is[0] accurate[0] deviation[-1] of[0] about[0] 2[0] -3[0] ft[0] [[Sentence=-2,1=word max, 1-5]] GPS[0] measurement[0] fluctuates[0] but[0] we[0] can[0] measure[0] using[0] \[0] add[0] point\[0] without[0] using[0] \[0] start[0] measuring\[0] [[Sentence=-1,1=word max, 1-5]] Only[0] issue[0] I[0] have[0] faced[0] is[0] that[0] when[0] we[0] calculate[0] a[0] closed[0] area[0] we[0] are[0] shown[0] only[0] the[0] total[0] perimeter[0] and[0] area[0] but[0] the[0] lengths[0] of[0] the[0] sides[0] are[0] not[0] shown[0] [[Sentence=-1,1=word max, 1-5]] Would[0] appreciate[1][-1 LastWordBoosterStrength] if[0] someone[0] can[0] help[0] me[0] if[0] this[0] app/ap[0] supports[1] this[0] side[0] length[0] feature[0] too[0] [[Sentence=-1,2=word max, 1-5]][[[3,-2 max of sentences]]]
"601" "Good feature and easy to use."	"601" "Good feature and easy to use.	2	-1	 "601[0] Good[1] feature[0] and[0] easy[0] to[0] use[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
"602" "I paid extra for an upgraded version, so I could save my walks. However, in order to save measurements I would have to buy a monthly subscription - I THOUGHT I was getting a version that would do just that when I paid the extra amount. It also has to stay on - I could not switch to a different screen like to listen to music when I'm walking. This app is not useful to me"	"602" "I paid extra for an upgraded version, so I could save my walks.<br> However, in order to save measurements I would have to buy a monthly subscription - I THOUGHT I was getting a version that would do just that when I paid the extra amount.<br> It also has to stay on - I could not switch to a different screen like to listen to music when I'm walking.<br> This ap is not useful to me"	2	-2	 "602[0] I[0] paid[0] extra[0] for[0] an[0] upgraded[0] version[0] so[0] I[0] could[0] save[1][-1 LastWordBoosterStrength] my[0] walks[0] [[Sentence=-1,1=word max, 1-5]] However[0] in[0] order[0] to[0] save[1] measurements[0] I[0] would[0] have[0] to[0] buy[0] a[0] monthly[0] subscription[0] I[0] THOUGHT[0] I[0] was[0] getting[0] a[0] version[0] that[0] would[0] do[0] just[0] that[0] when[0] I[0] paid[0] the[0] extra[0] amount[0] [[Sentence=-1,2=word max, 1-5]] It[0] also[0] has[0] to[0] stay[0] on[0] I[0] could[0] not[0] switch[0] to[0] a[0] different[0] screen[0] like[1] to[0] listen[0] to[0] music[0] when[0] I'm[0] walking[0] [[Sentence=-1,2=word max, 1-5]] This[0] app/ap[0] is[0] not[0] useful[1][NegatedDueToPreviousWord] to[0] me[0] [[Sentence=-2,1=word max, 1-5]][[[2,-2 max of sentences]]]
